Age,Gender,Marital_Status,Education,Employment_Status,Years_Employed,Annual_Income,Credit_Score,Loan_Amount,Existing_Debt,Housing_Status,Years_At_Residence,Dependents,Num_Credit_Cards,Previous_Defaults,Debt_To_Income_Ratio,Approval_Status
34,Male,Married,Graduate,Salaried,11.8,76213.0,804.0,1000.0,22542.0,Owned,0.0,4,4,0,0.309,Approved
52,Male,Single,High School,Unemployed,4.9,8041.0,580.0,1177.0,19251.0,Rented,3.6,3,6,0,2.54,Rejected
22,Female,Married,Doctorate,Self-Employed,8.7,103333.0,672.0,14154.0,0.0,Owned,5.3,0,2,0,0.137,Approved
24,Female,Married,Graduate,Salaried,9.9,90421.0,745.0,20779.0,13816.0,Owned,0.0,3,6,0,0.383,Approved
53,Female,Single,Graduate,Self-Employed,9.7,57274.0,618.0,2201.0,1527.0,Living with Family,3.1,4,6,0,0.065,Approved
48,Female,Married,Graduate,Salaried,11.0,87316.0,726.0,15863.0,20167.0,Owned,3.8,3,1,1,0.413,Approved
22,Female,Married,Post Graduate,Salaried,3.2,86464.0,816.0,21402.0,6978.0,Rented,0.3,1,0,0,0.328,Approved
61,Male,Single,Graduate,Self-Employed,1.2,82172.0,680.0,14416.0,6311.0,Rented,1.1,0,6,0,0.252,Approved
21,Female,Married,High School,Unemployed,,65295.0,729.0,9409.0,5859.0,Rented,8.0,4,5,0,0.234,Approved
63,Male,Single,Graduate,Self-Employed,1.6,76511.0,656.0,1657.0,4201.0,Owned,0.0,1,2,0,0.077,Approved
53,Female,Married,Graduate,Unemployed,15.3,49757.0,644.0,21953.0,0.0,Living with Family,4.8,4,4,0,0.441,Rejected
65,Female,Married,Graduate,Unemployed,2.2,60684.0,790.0,9110.0,5940.0,Owned,7.5,2,0,0,0.248,Approved
63,Female,Single,Doctorate,Salaried,4.1,95542.0,565.0,29817.0,14050.0,Owned,3.9,3,1,1,0.459,Rejected
35,Male,Married,Doctorate,Business Owner,5.0,97720.0,769.0,16594.0,20962.0,Rented,8.2,1,0,0,0.384,Approved
55,Female,Single,Graduate,Business Owner,0.0,61024.0,631.0,18323.0,13098.0,Owned,2.7,3,0,0,0.515,Approved
30,Female,Single,High School,Salaried,0.0,54760.0,574.0,22494.0,6683.0,Mortgaged,1.3,2,1,0,0.533,Rejected
42,Female,Married,Graduate,Salaried,10.6,92633.0,676.0,11720.0,14091.0,Rented,4.0,1,0,2,0.279,Approved
31,Female,Single,Doctorate,Business Owner,,79433.0,738.0,19229.0,0.0,Owned,2.9,3,7,0,0.242,Approved
42,Male,Widowed,Post Graduate,Retired,18.6,60417.0,581.0,9190.0,9865.0,Owned,2.3,2,0,1,0.315,Rejected
60,Male,Married,High School,Retired,5.5,22985.0,655.0,7795.0,10075.0,Mortgaged,3.5,3,1,0,0.777,Rejected
40,Female,Single,High School,Salaried,0.9,72204.0,554.0,6797.0,12106.0,Mortgaged,1.6,0,3,2,0.262,Rejected
25,Female,Divorced,High School,Business Owner,8.1,74458.0,716.0,10597.0,4786.0,Rented,1.5,0,4,0,0.207,Approved
35,Female,Married,Post Graduate,Salaried,0.0,105541.0,631.0,33526.0,0.0,Rented,0.6,3,5,0,0.318,Rejected
56,Female,Married,Graduate,Unemployed,4.3,31528.0,826.0,6866.0,0.0,Mortgaged,5.2,4,0,0,0.218,Approved
44,Male,Married,Graduate,Self-Employed,5.0,43491.0,570.0,20524.0,199.0,Mortgaged,1.0,0,1,0,0.476,Rejected
46,Male,Divorced,Graduate,Retired,0.0,80026.0,539.0,12957.0,3215.0,Owned,0.3,0,0,0,0.202,Rejected
40,Female,Single,High School,Retired,2.8,29282.0,474.0,4776.0,0.0,Mortgaged,0.8,1,1,3,0.163,Rejected
34,Male,Single,Post Graduate,Salaried,13.6,103406.0,516.0,22123.0,7481.0,Owned,4.6,0,1,0,0.286,Rejected
47,Female,Widowed,Graduate,Retired,6.9,34194.0,600.0,10469.0,8279.0,Rented,,1,6,0,0.548,Rejected
49,Female,Single,High School,Self-Employed,8.0,59454.0,613.0,10983.0,12287.0,Owned,6.3,3,4,0,0.391,Rejected
61,Female,Married,Post Graduate,Salaried,2.1,77954.0,676.0,24748.0,5561.0,Rented,4.6,3,1,0,0.389,Approved
48,Male,Married,Graduate,Salaried,0.0,39369.0,632.0,12641.0,15598.0,Owned,5.6,3,0,0,0.717,Rejected
65,Female,Married,Post Graduate,Self-Employed,4.8,113375.0,716.0,17015.0,,Owned,3.8,2,6,0,0.355,Approved
58,Male,Married,Post Graduate,Salaried,0.0,63010.0,605.0,14750.0,0.0,Owned,,0,5,0,0.234,Rejected
24,Male,Widowed,High School,Salaried,0.5,36616.0,616.0,14155.0,0.0,Mortgaged,5.3,2,0,0,0.387,Rejected
38,Male,Single,High School,Self-Employed,0.0,37222.0,702.0,3123.0,11681.0,Rented,1.8,4,4,0,0.398,Approved
38,Male,Married,High School,Salaried,0.0,13776.0,446.0,22721.0,13689.0,Rented,0.8,1,6,0,2.643,Rejected
21,Female,Married,Post Graduate,Salaried,9.2,81391.0,733.0,16998.0,0.0,Living with Family,8.1,2,2,0,0.209,Approved
29,Female,Single,Post Graduate,Business Owner,5.3,78996.0,502.0,22324.0,22495.0,Mortgaged,4.4,1,5,0,0.567,Rejected
55,Male,Divorced,Graduate,Salaried,2.9,85472.0,676.0,16038.0,1460.0,Owned,7.2,1,3,0,0.205,Approved
36,Female,Married,Post Graduate,Self-Employed,9.4,89147.0,742.0,24505.0,7038.0,Living with Family,0.7,2,1,0,0.354,Approved
27,Male,Single,Post Graduate,Salaried,0.0,56180.0,568.0,16365.0,22340.0,Rented,2.8,0,2,2,0.689,Rejected
33,Female,Divorced,Doctorate,Unemployed,0.0,51239.0,594.0,27350.0,20481.0,Owned,0.0,0,2,0,0.933,Rejected
33,Female,Divorced,Graduate,Salaried,11.6,114243.0,718.0,6850.0,1035.0,Owned,5.9,0,0,0,0.069,Approved
28,Female,Single,High School,Business Owner,17.4,59246.0,530.0,7885.0,18928.0,Mortgaged,2.2,3,2,1,0.453,Rejected
25,Male,Married,Post Graduate,Business Owner,9.4,109284.0,819.0,31084.0,8122.0,Mortgaged,2.3,4,7,0,0.359,Approved
55,Male,Single,Post Graduate,Unemployed,8.4,46318.0,745.0,22443.0,0.0,Rented,9.9,2,1,0,0.485,Approved
58,Male,Single,Post Graduate,Self-Employed,3.1,59735.0,585.0,31790.0,4099.0,Owned,6.0,3,0,0,0.601,Rejected
43,Female,Single,Post Graduate,Self-Employed,3.2,68126.0,819.0,20516.0,0.0,Living with Family,6.0,4,3,0,0.301,Approved
48,Female,Divorced,Graduate,Salaried,7.1,97857.0,713.0,12497.0,14458.0,Mortgaged,0.4,3,7,0,0.275,Approved
62,Male,Single,Graduate,Self-Employed,12.9,46198.0,568.0,31806.0,0.0,Rented,0.0,1,5,0,0.688,Rejected
58,Male,Single,High School,Self-Employed,8.1,68108.0,800.0,1000.0,12486.0,Owned,6.9,3,4,0,0.198,Approved
22,Female,Married,Graduate,Self-Employed,10.8,92670.0,843.0,22199.0,8870.0,Rented,0.0,1,5,0,0.335,Approved
63,Male,Married,High School,Salaried,1.4,44324.0,627.0,1000.0,11649.0,Living with Family,2.5,4,0,0,0.285,Rejected
24,Female,Single,High School,Self-Employed,9.1,75136.0,728.0,28556.0,8953.0,Owned,1.6,4,1,0,0.499,Approved
22,Female,Single,High School,Salaried,2.6,70485.0,674.0,5751.0,1937.0,Mortgaged,1.2,0,6,0,0.109,Rejected
39,Male,Married,Graduate,Self-Employed,6.7,52512.0,722.0,12244.0,12010.0,Owned,2.7,4,5,0,0.462,Approved
54,Male,Married,Post Graduate,Self-Employed,9.1,66093.0,767.0,6297.0,9985.0,Mortgaged,0.8,1,3,0,0.246,Approved
24,Male,Married,Graduate,Salaried,3.3,65199.0,784.0,20329.0,4827.0,Rented,0.4,2,2,0,0.386,Approved
34,Male,Single,Graduate,Self-Employed,0.9,63757.0,454.0,13337.0,,Rented,4.8,3,1,1,0.734,Rejected
32,Female,Married,High School,Salaried,7.8,53365.0,623.0,27439.0,0.0,Rented,7.2,0,0,0,0.514,Rejected
38,Female,Married,Graduate,Business Owner,5.3,86941.0,782.0,9069.0,13002.0,Owned,0.0,0,7,0,0.254,Approved
65,Male,Single,Graduate,Business Owner,6.7,64102.0,522.0,4373.0,21701.0,Rented,4.6,2,1,2,0.407,Rejected
35,Male,Single,Graduate,Salaried,9.3,56961.0,646.0,10762.0,10653.0,Rented,5.6,2,6,1,0.376,Rejected
30,Male,Married,Post Graduate,Salaried,12.5,90321.0,558.0,29741.0,14946.0,Owned,5.3,2,2,1,0.495,Rejected
26,Male,Single,Graduate,Self-Employed,9.3,73483.0,756.0,24387.0,12532.0,Living with Family,3.3,4,7,0,0.502,Approved
29,Female,Single,Graduate,Business Owner,8.7,103445.0,698.0,25411.0,8374.0,Owned,2.2,1,0,0,0.327,Approved
26,Female,Widowed,Post Graduate,Salaried,3.5,90328.0,584.0,10040.0,16497.0,Owned,6.3,3,4,3,0.294,Rejected
46,Female,Married,High School,Salaried,4.3,69639.0,731.0,3123.0,8325.0,Rented,5.0,0,0,0,0.164,Approved
39,Male,Married,Graduate,Salaried,8.3,66260.0,569.0,27794.0,4119.0,Owned,0.0,2,0,0,0.482,Rejected
43,Female,Single,High School,Business Owner,4.2,57692.0,859.0,2602.0,19939.0,Owned,3.3,2,2,0,0.391,Approved
58,Male,Married,Graduate,Salaried,8.3,61030.0,577.0,15055.0,15971.0,Owned,4.2,2,5,0,0.508,Rejected
47,Female,Married,Post Graduate,Business Owner,1.9,91000.0,899.0,9014.0,9576.0,Living with Family,0.7,0,7,0,0.204,Approved
27,Female,Divorced,Graduate,Self-Employed,15.6,77661.0,501.0,15679.0,3016.0,Owned,3.3,0,1,0,0.241,Rejected
37,Female,Married,Graduate,Unemployed,7.0,45043.0,676.0,1000.0,6431.0,Mortgaged,5.5,4,5,0,0.165,Rejected
35,Male,Married,High School,Retired,6.6,42293.0,543.0,22656.0,4247.0,Owned,1.5,4,6,0,0.636,Rejected
58,Male,Single,Graduate,Salaried,3.6,67473.0,785.0,27335.0,12180.0,Mortgaged,4.7,0,7,1,0.586,Approved
34,Female,Married,Post Graduate,Self-Employed,15.6,118863.0,604.0,24402.0,0.0,Owned,1.0,1,2,0,0.205,Approved
27,Male,Divorced,Graduate,Business Owner,0.0,76938.0,521.0,4985.0,8503.0,Living with Family,0.3,4,0,1,0.175,Rejected
54,Female,Married,Post Graduate,Unemployed,2.5,63751.0,678.0,18908.0,183.0,Rented,5.8,0,7,0,0.299,Approved
40,Male,Married,High School,Self-Employed,10.3,66710.0,714.0,13458.0,11342.0,Living with Family,7.5,2,6,2,0.372,Approved
25,Female,Divorced,High School,Salaried,7.2,56344.0,726.0,14994.0,27591.0,Rented,0.4,1,2,1,0.756,Approved
52,Male,Divorced,Graduate,Retired,3.1,64454.0,675.0,29934.0,6374.0,Mortgaged,6.9,4,1,0,0.563,Approved
30,Female,Single,Post Graduate,Salaried,3.3,82345.0,666.0,11084.0,10509.0,Owned,4.0,3,4,0,0.262,Approved
60,Male,Single,High School,Retired,4.5,21545.0,717.0,21114.0,7165.0,Mortgaged,0.0,3,1,0,1.312,Rejected
58,Male,Married,Post Graduate,Salaried,6.5,74398.0,690.0,1000.0,13991.0,Mortgaged,0.0,0,4,0,0.201,Approved
37,Male,Widowed,High School,Self-Employed,13.8,97303.0,702.0,15648.0,5845.0,Rented,,0,0,0,0.221,Approved
46,Male,Married,Graduate,Retired,9.0,81103.0,682.0,23379.0,4569.0,Owned,0.0,3,7,0,0.345,Approved
46,Female,Single,Graduate,Self-Employed,11.1,65610.0,695.0,13648.0,7485.0,Rented,2.1,1,3,1,0.322,Approved
50,Female,Married,Graduate,Self-Employed,3.8,76569.0,736.0,20533.0,3038.0,Owned,3.8,2,1,0,0.308,Approved
24,Female,Single,Graduate,Salaried,8.6,76676.0,832.0,7705.0,21011.0,Mortgaged,5.3,0,1,0,0.375,Approved
35,Female,Single,High School,Salaried,0.0,84370.0,563.0,10804.0,16044.0,Living with Family,4.6,0,5,1,0.318,Rejected
28,Female,Single,Post Graduate,Salaried,6.9,82877.0,637.0,13788.0,4058.0,Owned,8.7,3,5,0,0.215,Approved
52,Male,Single,Graduate,Self-Employed,6.6,70981.0,577.0,10118.0,23707.0,Owned,1.6,0,0,2,0.477,Rejected
24,Female,Married,High School,Salaried,15.1,52243.0,652.0,23085.0,18185.0,Owned,4.3,0,6,0,0.79,Approved
44,Male,Single,Graduate,Salaried,13.8,75001.0,773.0,24838.0,3286.0,Mortgaged,5.4,4,7,0,0.375,Approved
53,Female,Single,High School,Salaried,4.7,8000.0,575.0,20829.0,6649.0,Mortgaged,6.1,3,2,0,3.434,Rejected
63,Male,Married,Graduate,Retired,1.9,58385.0,764.0,1000.0,9064.0,Living with Family,7.2,1,4,0,0.172,Approved
33,Female,Single,Graduate,Unemployed,2.1,56953.0,624.0,12137.0,2838.0,Living with Family,2.7,4,6,0,0.263,Rejected
21,Male,Married,High School,Salaried,4.5,87510.0,801.0,22579.0,5039.0,Rented,6.0,4,7,0,0.316,Approved
53,Male,Single,Graduate,Retired,12.5,71908.0,900.0,13528.0,5046.0,Rented,1.2,2,1,0,0.258,Approved
21,Male,Single,Graduate,Salaried,8.1,65713.0,677.0,12996.0,15821.0,Owned,3.8,2,7,2,0.439,Rejected
23,Male,Married,Post Graduate,Salaried,8.6,71954.0,751.0,23417.0,33478.0,Living with Family,5.5,3,0,0,0.791,Approved
65,Male,Single,Post Graduate,Salaried,10.1,79534.0,795.0,23879.0,1777.0,Mortgaged,6.9,0,4,0,0.323,Approved
59,Male,Single,Graduate,Unemployed,1.0,9127.0,624.0,20387.0,0.0,Owned,5.7,4,1,0,2.233,Rejected
52,Male,Single,Post Graduate,Salaried,2.5,76717.0,699.0,1604.0,16828.0,Living with Family,4.3,0,0,0,0.24,Approved
58,Female,Single,High School,Salaried,8.6,38678.0,609.0,4929.0,10466.0,Mortgaged,3.8,3,1,0,0.398,Rejected
24,Male,Single,Graduate,Retired,2.1,43140.0,595.0,18540.0,6542.0,Owned,5.6,2,1,0,0.581,Rejected
25,Female,Single,High School,Business Owner,0.0,56322.0,623.0,1000.0,19926.0,Rented,10.6,0,0,1,0.372,Rejected
34,Male,Single,High School,Business Owner,0.6,66469.0,684.0,29758.0,0.0,Owned,6.6,2,2,0,0.448,Approved
22,Female,Single,Graduate,Business Owner,11.3,52450.0,709.0,16225.0,11518.0,Owned,5.1,1,0,0,0.529,Approved
60,Male,Divorced,High School,Self-Employed,4.1,46514.0,682.0,8664.0,7495.0,Owned,0.0,4,3,0,0.347,Approved
23,Male,Single,Graduate,Salaried,7.1,83738.0,670.0,10216.0,9276.0,Rented,1.5,2,2,0,0.233,Approved
45,Female,Single,Graduate,Business Owner,0.8,97915.0,648.0,25863.0,17401.0,Owned,3.0,1,4,2,0.442,Rejected
59,Female,Married,High School,Salaried,7.9,58772.0,614.0,3663.0,28071.0,Owned,6.7,1,6,0,0.54,Rejected
54,Male,Single,Graduate,Salaried,4.7,108780.0,718.0,1000.0,4972.0,Mortgaged,1.2,0,1,0,0.055,Approved
31,Male,Married,Graduate,Retired,8.2,71985.0,798.0,6061.0,2256.0,Owned,5.9,2,6,0,0.116,Approved
42,Male,Single,Post Graduate,Salaried,3.6,83350.0,759.0,17658.0,13287.0,Mortgaged,4.4,2,4,0,0.371,Approved
45,Male,Married,Post Graduate,Salaried,8.5,109032.0,637.0,29418.0,21174.0,Mortgaged,5.1,4,7,1,0.464,Approved
55,Male,Divorced,Graduate,Salaried,3.4,58932.0,508.0,25955.0,0.0,Owned,3.4,3,3,0,0.44,Rejected
40,Female,Single,Post Graduate,Unemployed,5.6,37178.0,639.0,11073.0,12122.0,Owned,2.2,2,0,0,0.624,Rejected
33,Male,Single,Graduate,Retired,4.6,72860.0,886.0,17548.0,0.0,Owned,1.1,1,1,0,0.241,Approved
56,Female,Married,High School,Salaried,,68042.0,618.0,18132.0,2164.0,Mortgaged,5.8,1,0,1,0.298,Rejected
60,Male,Widowed,Graduate,Salaried,7.4,90456.0,695.0,16995.0,7224.0,Rented,3.8,3,6,0,0.268,Approved
43,Male,Married,High School,Business Owner,3.5,81531.0,710.0,1000.0,3692.0,Owned,0.8,0,4,0,0.058,Approved
22,Male,Married,High School,Self-Employed,5.4,90046.0,733.0,12176.0,0.0,Owned,4.7,0,7,0,0.135,Approved
43,Male,Single,High School,Salaried,6.9,33084.0,611.0,22112.0,,Owned,14.3,4,4,0,0.735,Rejected
61,Male,Married,Post Graduate,Salaried,8.5,80269.0,763.0,31791.0,4842.0,Rented,3.4,0,7,0,0.456,Approved
65,Female,Single,Post Graduate,Self-Employed,5.6,74858.0,677.0,18580.0,17965.0,Mortgaged,9.0,1,1,1,0.488,Approved
39,Female,Married,Doctorate,Salaried,1.6,113441.0,520.0,24836.0,1146.0,Rented,0.0,2,2,0,0.229,Approved
27,Male,Single,Graduate,Business Owner,6.4,84469.0,466.0,22945.0,9578.0,Rented,3.2,0,6,0,0.385,Rejected
46,Male,Married,Graduate,Salaried,9.4,94531.0,647.0,11581.0,0.0,Owned,6.9,3,6,0,0.123,Approved
58,Female,Single,Post Graduate,Business Owner,,91096.0,566.0,2980.0,7244.0,Mortgaged,4.0,2,7,0,0.112,Rejected
63,Male,Married,Graduate,Self-Employed,0.0,60667.0,703.0,25185.0,14872.0,Living with Family,2.1,0,7,0,0.66,Rejected
23,Male,Married,Graduate,Self-Employed,2.7,75683.0,641.0,31672.0,5174.0,Owned,3.9,2,2,0,0.487,Rejected
34,Female,Divorced,High School,Business Owner,5.0,69203.0,737.0,11200.0,13277.0,Mortgaged,7.0,4,5,0,0.354,Rejected
42,Male,Widowed,Graduate,Salaried,0.0,72016.0,718.0,25724.0,0.0,Mortgaged,,1,7,0,0.357,Approved
25,Male,Married,Graduate,Salaried,8.9,84744.0,604.0,16354.0,71.0,Owned,7.2,3,2,0,0.194,Rejected
60,Male,Married,Graduate,Self-Employed,5.1,73397.0,662.0,2582.0,13495.0,Rented,2.5,2,0,0,0.219,Approved
26,Female,Single,High School,Business Owner,0.0,77689.0,625.0,15422.0,14052.0,Owned,3.3,2,4,0,0.379,Rejected
50,Male,Divorced,Post Graduate,Unemployed,,52292.0,734.0,9885.0,23948.0,Owned,3.3,2,3,0,0.647,Rejected
62,Female,Married,Graduate,Salaried,4.5,72103.0,624.0,18985.0,18640.0,Rented,1.4,2,5,1,0.522,Approved
51,Male,Married,High School,Business Owner,0.0,41984.0,763.0,18594.0,18271.0,Living with Family,3.5,0,1,0,0.878,Approved
55,Male,Married,Graduate,Salaried,10.9,92505.0,813.0,9195.0,1329.0,Owned,3.2,2,3,0,0.114,Approved
32,Male,Married,Doctorate,Salaried,6.9,128014.0,683.0,3228.0,8960.0,Rented,0.4,2,4,0,0.095,Approved
58,Female,Divorced,Graduate,Salaried,9.4,41022.0,617.0,10877.0,0.0,Owned,6.5,3,4,0,0.265,Rejected
39,Male,Married,Graduate,Unemployed,0.9,49347.0,571.0,28948.0,17687.0,Rented,5.3,3,0,0,0.945,Rejected
23,Female,Married,Graduate,Self-Employed,8.1,65663.0,759.0,4436.0,6678.0,Mortgaged,2.1,2,0,0,0.169,Approved
37,Male,Single,Doctorate,Self-Employed,2.7,86112.0,611.0,21522.0,16880.0,Mortgaged,4.4,1,4,1,0.446,Rejected
36,Male,Divorced,Graduate,Business Owner,5.0,87798.0,629.0,20387.0,0.0,Living with Family,1.1,3,2,0,0.232,Approved
44,Male,Married,Graduate,Salaried,7.8,71485.0,776.0,10034.0,0.0,Rented,2.3,4,1,0,0.14,Approved
32,Male,Married,Graduate,Salaried,5.6,77106.0,777.0,7413.0,23099.0,Owned,6.1,4,6,0,0.396,Approved
41,Male,Married,Post Graduate,Salaried,10.0,81526.0,610.0,20345.0,36652.0,Living with Family,5.4,1,3,0,0.699,Rejected
40,Female,Married,High School,Salaried,6.7,86116.0,728.0,14748.0,11825.0,Owned,2.5,1,4,0,0.309,Approved
35,Female,Married,High School,Salaried,3.7,52136.0,668.0,10469.0,25388.0,Rented,4.9,2,5,1,0.688,Rejected
52,Female,Married,High School,Salaried,10.2,48478.0,823.0,19245.0,3113.0,Rented,3.8,3,5,0,0.461,Approved
34,Female,Divorced,Graduate,Business Owner,11.3,88415.0,680.0,29634.0,0.0,Rented,1.0,3,2,0,0.335,Approved
55,Female,Divorced,Graduate,Business Owner,6.4,62731.0,695.0,26157.0,22210.0,Mortgaged,3.5,3,0,0,0.771,Approved
32,Female,Married,Graduate,Retired,12.7,67657.0,699.0,16157.0,11925.0,Rented,5.3,2,4,1,0.415,Rejected
59,Male,Single,High School,Salaried,4.8,86968.0,809.0,1000.0,7301.0,Rented,4.9,4,1,0,0.095,Approved
37,Female,Married,Post Graduate,Self-Employed,5.4,79053.0,731.0,12851.0,22314.0,Mortgaged,0.0,0,7,0,0.445,Approved
22,Female,Married,High School,Salaried,6.0,34022.0,635.0,5967.0,10235.0,Living with Family,4.5,1,7,1,0.476,Rejected
27,Male,Married,Post Graduate,Salaried,5.4,76388.0,644.0,13168.0,0.0,Owned,4.1,2,7,0,0.172,Approved
57,Female,Divorced,High School,Self-Employed,4.4,67584.0,666.0,11857.0,0.0,Owned,0.0,2,6,0,0.175,Approved
60,Female,Single,Post Graduate,Salaried,2.4,83084.0,662.0,12158.0,8970.0,Rented,1.6,4,7,0,0.254,Approved
30,Male,Single,Graduate,Self-Employed,1.0,74523.0,683.0,24688.0,19978.0,Owned,5.5,3,7,1,0.599,Rejected
48,Female,Divorced,Graduate,Business Owner,6.6,66552.0,735.0,12950.0,6697.0,Rented,8.2,2,1,0,0.295,Approved
46,Male,Divorced,High School,Salaried,12.0,56385.0,608.0,12559.0,8095.0,Mortgaged,0.0,2,4,0,0.366,Approved
27,Male,Married,High School,Retired,10.1,60496.0,771.0,19289.0,2776.0,Mortgaged,6.9,0,3,0,0.365,Approved
41,Male,Single,Post Graduate,Salaried,7.9,115106.0,680.0,5482.0,4863.0,Rented,0.0,1,0,0,0.09,Approved
52,Female,Married,Graduate,Retired,12.2,56009.0,656.0,11960.0,21570.0,Living with Family,8.2,0,6,0,0.599,Approved
64,Male,Married,Post Graduate,Self-Employed,6.1,81163.0,764.0,2668.0,7896.0,Rented,3.3,0,0,0,0.13,Approved
59,Female,Married,Graduate,Salaried,1.1,85788.0,645.0,20604.0,10798.0,Owned,1.9,2,7,2,0.366,Rejected
25,Male,Single,Graduate,Salaried,4.3,71229.0,726.0,17084.0,22145.0,Mortgaged,5.1,0,5,0,0.551,Approved
31,Male,Single,Post Graduate,Salaried,5.7,95610.0,863.0,33618.0,6743.0,Rented,1.1,0,1,0,0.422,Approved
40,Female,Married,Graduate,Business Owner,3.4,61737.0,526.0,1000.0,7579.0,Living with Family,5.5,4,0,0,0.139,Rejected
27,Male,Married,Post Graduate,Salaried,9.1,87254.0,782.0,23731.0,6922.0,Rented,3.6,4,7,0,0.351,Approved
46,Female,Married,Graduate,Business Owner,10.7,70445.0,605.0,1000.0,0.0,Rented,0.0,2,6,0,0.014,Approved
21,Male,Single,Graduate,Salaried,0.0,34660.0,538.0,6038.0,13583.0,Mortgaged,1.6,4,3,2,0.566,Rejected
26,Female,Single,Post Graduate,Retired,5.3,54850.0,672.0,1000.0,10586.0,Mortgaged,4.6,0,6,0,0.211,Approved
23,Female,Single,High School,Salaried,0.0,61068.0,671.0,15621.0,5511.0,Mortgaged,7.2,4,6,0,0.346,Approved
34,Male,Widowed,High School,Self-Employed,5.5,63883.0,449.0,17454.0,28781.0,Owned,5.0,2,4,3,0.724,Rejected
55,Male,Married,High School,Business Owner,5.5,78785.0,574.0,12100.0,902.0,Owned,7.2,1,4,0,0.165,Approved
28,Male,Married,Graduate,Salaried,14.9,87571.0,523.0,1000.0,11172.0,Rented,1.3,3,0,0,0.139,Rejected
65,Female,Married,Graduate,Salaried,13.4,73064.0,677.0,10207.0,4750.0,Mortgaged,6.2,2,2,0,0.205,Approved
33,Female,Divorced,High School,Self-Employed,10.7,25634.0,683.0,16163.0,16380.0,Owned,6.2,3,2,0,1.269,Rejected
23,Male,Single,High School,Self-Employed,1.2,29486.0,704.0,6769.0,21130.0,Living with Family,0.0,1,0,0,0.946,Rejected
36,Male,Married,Graduate,Business Owner,0.9,92695.0,780.0,14746.0,18661.0,Owned,7.3,2,5,0,0.36,Approved
54,Female,Divorced,Graduate,Salaried,0.5,50291.0,726.0,24726.0,9471.0,Rented,5.0,0,1,0,0.68,Approved
25,Male,Single,High School,Unemployed,13.6,35899.0,760.0,9835.0,8609.0,Rented,3.2,1,2,0,0.514,Approved
24,Female,Married,High School,Unemployed,1.4,27390.0,561.0,5216.0,8066.0,Rented,3.1,2,5,0,0.485,Rejected
59,Female,Married,Post Graduate,Business Owner,4.1,64756.0,795.0,14272.0,274.0,Rented,0.9,4,4,0,0.225,Approved
47,Male,Widowed,Post Graduate,Salaried,1.5,86330.0,654.0,31340.0,20081.0,Rented,5.9,0,4,1,0.596,Approved
36,Male,Married,Graduate,Salaried,0.0,92500.0,504.0,19546.0,0.0,Mortgaged,4.9,2,6,1,0.211,Rejected
55,Male,Single,High School,Retired,7.7,46592.0,767.0,1416.0,5697.0,Rented,5.7,0,3,0,0.153,Approved
58,Male,Divorced,High School,Business Owner,6.8,61273.0,616.0,27203.0,21792.0,Rented,4.2,2,4,0,0.8,Rejected
37,Female,Married,Graduate,Self-Employed,0.0,40149.0,558.0,11273.0,0.0,Mortgaged,4.6,4,5,0,0.281,Rejected
46,Female,Married,Graduate,Unemployed,0.0,32070.0,790.0,12896.0,12704.0,Rented,3.1,1,1,0,0.798,Approved
21,Female,Single,Post Graduate,Salaried,7.3,95313.0,717.0,3400.0,14940.0,Owned,7.2,3,4,0,0.192,Approved
34,Female,Single,Post Graduate,Business Owner,5.6,90925.0,602.0,16335.0,4293.0,Rented,5.8,1,4,0,0.227,Rejected
47,Male,Married,Graduate,Self-Employed,4.0,56685.0,622.0,1000.0,489.0,Owned,4.5,4,1,0,0.026,Rejected
29,Female,Married,High School,Unemployed,9.0,51206.0,766.0,4861.0,0.0,Rented,3.6,3,1,0,0.095,Approved
65,Male,Divorced,Graduate,Business Owner,0.0,67292.0,513.0,20472.0,9079.0,Mortgaged,0.0,1,2,1,0.439,Rejected
64,Male,Single,Post Graduate,Self-Employed,3.0,69999.0,663.0,16140.0,2552.0,Owned,0.0,1,3,0,0.267,Approved
32,Male,Married,High School,Salaried,8.6,63282.0,683.0,8216.0,0.0,Mortgaged,2.9,4,3,0,0.13,Approved
38,Female,Single,Post Graduate,Unemployed,2.8,77046.0,900.0,13254.0,16767.0,Rented,7.8,2,1,0,0.39,Approved
29,Female,Married,High School,Business Owner,7.6,64058.0,565.0,21275.0,1894.0,Living with Family,1.9,1,3,0,0.362,Rejected
43,Male,Single,Post Graduate,Salaried,0.3,63330.0,548.0,18446.0,12461.0,Owned,2.0,2,2,0,0.488,Rejected
26,Female,Married,High School,Retired,1.9,51535.0,600.0,20959.0,1885.0,Owned,1.1,0,7,0,0.443,Rejected
38,Male,Single,Graduate,Salaried,0.0,59028.0,593.0,4308.0,13097.0,Rented,0.1,0,5,0,0.295,Rejected
45,Male,Married,High School,Salaried,0.0,62987.0,679.0,8632.0,10479.0,Rented,1.3,2,7,0,0.303,Approved
48,Male,Single,Graduate,Retired,3.6,18363.0,628.0,32418.0,17113.0,Mortgaged,4.8,1,5,0,2.697,Rejected
47,Female,Married,Graduate,Self-Employed,8.3,69133.0,772.0,11430.0,0.0,Rented,2.5,2,4,0,0.165,Approved
30,Male,Single,Graduate,Unemployed,5.4,37385.0,679.0,10864.0,2706.0,Living with Family,2.4,1,3,0,0.363,Rejected
